Phase,Block,Floor,FloorLevel,Room,Size,Size_Category,Price,AvgPrice,Date,Direction,View,Distance,View_Score
 6 Maywood ,1,24,Mid, F,441,Small_Unit,2188000,4961,28/5/2012,East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,4,10,Low, A,631,Large_Unit,2860000,4532,28/5/2012,South East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,2,31,High, E,441,Small_Unit,2200000,4989,28/5/2012,North,4. Good Open (Distant Greenery),1500,7
 1 Locwood ,2,4,Low, B,633,Large_Unit,2650000,4186,25/5/2012,South West,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,9,20,Mid, B,630,Large_Unit,2858000,4537,25/5/2012,North East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,2,9,Low, A,629,Large_Unit,2823000,4488,25/5/2012,South,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,5,19,Mid, C,551,Middle_Unit,2450000,4446,25/5/2012,South East,2. Premium (Open Channel/Greenery),450,8.5
 7 Kenswood ,11,28,High, G,547,Middle_Unit,2690000,4918,25/5/2012,East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,3,15,Mid, C,546,Middle_Unit,2380000,4359,25/5/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,6,23,Mid, E,448,Small_Unit,2215000,4944,24/5/2012,North West,10. Poor Street (Light Rail Track / Road),450,2
 5 Lynwood ,9,5,Low, B,630,Large_Unit,2740000,4349,24/5/2012,North East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,9,24,Mid, D,544,Middle_Unit,2350000,4320,24/5/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 5 Lynwood ,9,7,Low, D,547,Middle_Unit,2300000,4205,24/5/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 2 Sherwood ,6,8,Low, H,552,Middle_Unit,2410000,4366,24/5/2012,North West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,6,31,High, H,547,Middle_Unit,2680000,4899,24/5/2012,North West,10. Poor Street (Busy Road),1400,2
 2 Sherwood ,3,37,High, D,551,Middle_Unit,3030000,5499,24/5/2012,North,8. Normal (Poor Direction - N/W),500,4.5
 1 Locwood ,3,17,Mid, E,448,Small_Unit,2235000,4989,24/5/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,11,10,Low, F,449,Small_Unit,1800000,4009,24/5/2012,West,8. Normal (Poor Direction - N/W),500,4.5
 1 Locwood ,4,10,Low, F,449,Small_Unit,2050000,4566,24/5/2012,West,8. Normal (Poor Direction - N/W),450,4.5
 5 Lynwood ,8,26,High, C,546,Middle_Unit,2398000,4392,23/5/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,10,28,High, F,449,Small_Unit,2400000,5345,23/5/2012,South West,2. Premium (Open Channel/Greenery),500,8.5
 6 Maywood ,5,34,High, F,441,Small_Unit,2250000,5102,23/5/2012,South West,6. Normal (Good Direction - S/E),1500,6
 3 Chestwood ,4,6,Low, B,633,Large_Unit,2600000,4107,23/5/2012,South East,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,13,32,High, E,446,Small_Unit,2250000,5045,23/5/2012,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,5,27,High, B,630,Large_Unit,2760000,4381,23/5/2012,South,5. Good Internal (Pool/Piazza),1400,6.5
 7 Kenswood ,6,33,High, F,442,Small_Unit,2180000,4932,22/5/2012,North,8. Normal (Poor Direction - N/W),1400,4.5
 1 Locwood ,6,18,Mid, C,551,Middle_Unit,2480000,4501,22/5/2012,South East,2. Premium (Open Channel/Greenery),450,8.5
 3 Chestwood ,5,8,Low, G,548,Middle_Unit,2305000,4206,22/5/2012,South East,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,5,34,High, E,446,Small_Unit,2215000,4966,21/5/2012,North East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,4,11,Mid, A,631,Large_Unit,3000000,4754,21/5/2012,South East,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,6,23,Mid, F,442,Small_Unit,2070000,4683,18/5/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 2 Sherwood ,3,14,Mid, B,633,Large_Unit,2730000,4313,18/5/2012,South,1. Premium Plus (Full Park),500,9
 7 Kenswood ,3,18,Mid, C,546,Middle_Unit,2580000,4725,18/5/2012,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,13,31,High, F,442,Small_Unit,2050000,4638,17/5/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,6,5,Low, C,546,Middle_Unit,1900000,3480,17/5/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,8,24,Mid, B,630,Large_Unit,2860000,4540,17/5/2012,East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,7,32,High, A,635,Large_Unit,2938000,4627,16/5/2012,South East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,8,34,High, A,635,Large_Unit,2650000,4173,16/5/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 3 Chestwood ,1,32,High, B,633,Large_Unit,3150000,4976,16/5/2012,South,1. Premium Plus (Full Park),1300,9
 5 Lynwood ,5,20,Mid, H,547,Middle_Unit,2480000,4534,16/5/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,4,15,Mid, G,544,Middle_Unit,2600000,4779,16/5/2012,North East,4. Good Open (Distant Greenery),1500,7
 2 Sherwood ,6,9,Low, H,552,Middle_Unit,2450000,4438,16/5/2012,North West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,9,19,Mid, A,635,Large_Unit,2925000,4606,16/5/2012,North East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,9,19,Mid, B,630,Large_Unit,2925000,4643,16/5/2012,North West,10. Poor Street (Busy Road),1400,2
 3 Chestwood ,5,10,Low, H,552,Middle_Unit,2280000,4130,15/5/2012,South East,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,6,13,Mid, A,638,Large_Unit,2700000,4232,14/5/2012,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,5,8,Low, F,449,Small_Unit,2200000,4900,14/5/2012,South West,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,9,16,Mid, C,551,Middle_Unit,2440000,4428,14/5/2012,South West,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,4,6,Low, C,546,Middle_Unit,2247000,4115,14/5/2012,South West,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,12,12,Mid, F,449,Small_Unit,2038000,4539,14/5/2012,South West,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,6,16,Mid, E,446,Small_Unit,2180000,4888,14/5/2012,North West,10. Poor Street (Busy Road),1400,2
 5 Lynwood ,8,29,High, G,547,Middle_Unit,2350000,4296,14/5/2012,North East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,10,25,Mid, H,547,Middle_Unit,2520000,4607,11/5/2012,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,3,35,High, B,623,Large_Unit,3010000,4831,11/5/2012,South,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,4,27,High, B,633,Large_Unit,3030000,4787,11/5/2012,South East,1. Premium Plus (Full Park),500,9
 6 Maywood ,7,23,Mid, C,544,Middle_Unit,2480000,4559,11/5/2012,West,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,12,9,Low, G,548,Middle_Unit,2650000,4836,11/5/2012,North,10. Poor Street (Light Rail Track / Road),500,2
 7 Kenswood ,2,13,Mid, C,546,Middle_Unit,2435000,4460,10/5/2012,North East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,3,12,Mid, D,547,Middle_Unit,1660000,3035,10/5/2012,North,8. Normal (Poor Direction - N/W),1400,4.5
 6 Maywood ,8,16,Mid, E,441,Small_Unit,2095000,4751,10/5/2012,North West,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,3,32,High, E,446,Small_Unit,2260000,5067,10/5/2012,North,8. Normal (Poor Direction - N/W),1400,4.5
 2 Sherwood ,4,7,Low, H,552,Middle_Unit,2330000,4221,10/5/2012,South West,1. Premium Plus (Full Park),500,9
 6 Maywood ,4,11,Mid, C,544,Middle_Unit,2450000,4504,10/5/2012,South West,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,2,25,Mid, H,547,Middle_Unit,2350000,4296,10/5/2012,North,8. Normal (Poor Direction - N/W),1400,4.5
 2 Sherwood ,5,37,High, C,551,Middle_Unit,2420000,4392,10/5/2012,South East,1. Premium Plus (Full Park),500,9
 1 Locwood ,4,20,Mid, E,448,Small_Unit,2120000,4732,10/5/2012,South West,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,5,25,Mid, B,633,Large_Unit,2920000,4613,9/5/2012,South,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,9,17,Mid, A,635,Large_Unit,2580000,4063,9/5/2012,North East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,4,13,Mid, A,636,Large_Unit,2650000,4167,9/5/2012,South East,2. Premium (Open Channel/Greenery),450,8.5
 5 Lynwood ,10,29,High, H,547,Middle_Unit,2350000,4296,9/5/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 6 Maywood ,8,5,Low, B,623,Large_Unit,2600000,4173,8/5/2012,East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,7,36,High, B,630,Large_Unit,2950000,4683,8/5/2012,South East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,2,19,Mid, D,540,Middle_Unit,2680000,4963,8/5/2012,North East,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,7,14,Mid, D,544,Middle_Unit,2500000,4596,8/5/2012,South East,4. Good Open (Distant Greenery),1400,7
 2 Sherwood ,2,20,Mid, C,551,Middle_Unit,2630000,4773,8/5/2012,North East,6. Normal (Good Direction - S/E),500,6
 1 Locwood ,5,26,High, A,636,Large_Unit,3000000,4717,8/5/2012,South West,2. Premium (Open Channel/Greenery),450,8.5
 1 Locwood ,11,4,Low, F,449,Small_Unit,2015200,4488,8/5/2012,West,8. Normal (Poor Direction - N/W),500,4.5
 5 Lynwood ,8,10,Low, E,446,Small_Unit,1750000,3924,7/5/2012,North West,10. Poor Street (Busy Road),1500,2
 7 Kenswood ,7,29,High, F,442,Small_Unit,2185000,4943,7/5/2012,North East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,4,13,Mid, F,442,Small_Unit,2123000,4803,7/5/2012,West,10. Poor Street (Busy Road),1500,2
 3 Chestwood ,6,20,Mid, H,549,Middle_Unit,2398000,4368,4/5/2012,North West,1. Premium Plus (Full Park),1300,9
 6 Maywood ,1,11,Mid, D,540,Middle_Unit,2400000,4444,4/5/2012,North East,4. Good Open (Distant Greenery),1500,7
 7 Kenswood ,3,17,Mid, E,446,Small_Unit,2100000,4709,4/5/2012,North,8. Normal (Poor Direction - N/W),1400,4.5
 1 Locwood ,13,22,Mid, F,449,Small_Unit,2200000,4900,4/5/2012,South West,2. Premium (Open Channel/Greenery),500,8.5
 6 Maywood ,1,22,Mid, F,441,Small_Unit,2200000,4989,4/5/2012,East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,8,31,High, A,635,Large_Unit,2965000,4669,4/5/2012,South East,4. Good Open (Distant Greenery),1400,7
 7 Kenswood ,8,31,High, B,630,Large_Unit,2965000,4706,4/5/2012,East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,5,9,Low, F,441,Small_Unit,2038000,4621,3/5/2012,South West,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,11,21,Mid, D,544,Middle_Unit,2563800,4713,3/5/2012,North West,10. Poor Street (Busy Road),1400,2
 3 Chestwood ,1,23,Mid, E,448,Small_Unit,2000000,4464,3/5/2012,South West,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,6,19,Mid, A,636,Large_Unit,2918000,4588,2/5/2012,South East,1. Premium Plus (Full Park),500,9
 3 Chestwood ,1,4,Low, D,546,Middle_Unit,2100000,3846,2/5/2012,North East,6. Normal (Good Direction - S/E),1300,6
 6 Maywood ,4,33,High, E,441,Small_Unit,2080000,4717,2/5/2012,South West,6. Normal (Good Direction - S/E),1500,6
 2 Sherwood ,3,33,High, H,549,Middle_Unit,2650000,4827,2/5/2012,South East,1. Premium Plus (Full Park),500,9
 6 Maywood ,5,23,Mid, G,544,Middle_Unit,2578800,4740,2/5/2012,South East,6. Normal (Good Direction - S/E),1500,6
 1 Locwood ,6,27,High, A,636,Large_Unit,2760000,4340,2/5/2012,North East,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,9,12,Mid, E,448,Small_Unit,2020000,4509,2/5/2012,South East,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,6,18,Mid, F,442,Small_Unit,2222000,5027,30/4/2012,North,8. Normal (Poor Direction - N/W),1400,4.5
 1 Locwood ,7,19,Mid, C,551,Middle_Unit,2780000,5045,30/4/2012,West,8. Normal (Poor Direction - N/W),450,4.5
 1 Locwood ,7,19,Mid, D,551,Middle_Unit,2300000,4174,30/4/2012,South East,2. Premium (Open Channel/Greenery),450,8.5
 6 Maywood ,2,19,Mid, F,441,Small_Unit,2130000,4830,27/4/2012,North,4. Good Open (Distant Greenery),1500,7
 6 Maywood ,6,8,Low, F,441,Small_Unit,1980000,4490,27/4/2012,North,4. Good Open (Distant Greenery),1500,7
 2 Sherwood ,6,9,Low, F,449,Small_Unit,2030000,4521,27/4/2012,North,8. Normal (Poor Direction - N/W),500,4.5
 3 Chestwood ,3,12,Mid, D,546,Middle_Unit,2438000,4465,27/4/2012,North,8. Normal (Poor Direction - N/W),1300,4.5
 3 Chestwood ,3,21,Mid, F,449,Small_Unit,2160000,4811,27/4/2012,East,6. Normal (Good Direction - S/E),1300,6
 7 Kenswood ,2,12,Mid, D,547,Middle_Unit,2400000,4388,26/4/2012,North East,4. Good Open (Distant Greenery),1400,7
 5 Lynwood ,1,3,Low, F,442,Small_Unit,1980000,4480,26/4/2012,East,5. Good Internal (Pool/Piazza),1500,6.5
 3 Chestwood ,1,1,Low, C,551,Middle_Unit,1940000,3521,26/4/2012,North East,6. Normal (Good Direction - S/E),1300,6
 5 Lynwood ,7,31,High, D,544,Middle_Unit,2480000,4559,26/4/2012,North West,10. Poor Street (Busy Road),1500,2
 5 Lynwood ,10,23,Mid, E,446,Small_Unit,2000000,4484,26/4/2012,North West,10. Poor Street (Busy Road),1500,2
 5 Lynwood ,2,1,Low, E,446,Small_Unit,1960000,4395,25/4/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 2 Sherwood ,3,27,High, E,448,Small_Unit,2185000,4877,25/4/2012,North,8. Normal (Poor Direction - N/W),500,4.5
 5 Lynwood ,4,11,Mid, E,446,Small_Unit,1970000,4417,25/4/2012,South West,5. Good Internal (Pool/Piazza),1500,6.5
 3 Chestwood ,5,8,Low, E,448,Small_Unit,1950000,4353,25/4/2012,North East,6. Normal (Good Direction - S/E),1300,6
 1 Locwood ,5,6,Low, E,448,Small_Unit,2080000,4643,25/4/2012,North East,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,14,5,Low, D,551,Middle_Unit,2280000,4138,25/4/2012,North,10. Poor Street (Light Rail Track / Road),500,2
 2 Sherwood ,1,4,Low, C,551,Middle_Unit,2300000,4174,25/4/2012,North East,6. Normal (Good Direction - S/E),500,6
 1 Locwood ,3,25,Mid, E,448,Small_Unit,2160000,4821,25/4/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 5 Lynwood ,4,16,Mid, H,547,Middle_Unit,2510000,4589,25/4/2012,South West,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,9,2,Low, F,449,Small_Unit,1880000,4187,24/4/2012,South,2. Premium (Open Channel/Greenery),500,8.5
 7 Kenswood ,8,16,Mid, B,630,Large_Unit,2800000,4444,24/4/2012,East,4. Good Open (Distant Greenery),1400,7
 3 Chestwood ,5,21,Mid, D,543,Middle_Unit,2260000,4162,24/4/2012,North West,1. Premium Plus (Full Park),1300,9
 6 Maywood ,1,17,Mid, G,544,Middle_Unit,2380000,4375,24/4/2012,South West,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,3,16,Mid, D,544,Middle_Unit,2500000,4596,23/4/2012,North,8. Normal (Poor Direction - N/W),1400,4.5
 7 Kenswood ,4,25,Mid, H,547,Middle_Unit,2578000,4713,23/4/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,14,21,Mid, C,551,Middle_Unit,2320000,4211,23/4/2012,North West,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,14,11,Mid, F,449,Small_Unit,1850000,4120,23/4/2012,North East,10. Poor Street (Light Rail Track / Road),500,2
 1 Locwood ,11,22,Mid, D,551,Middle_Unit,2688000,4878,20/4/2012,North West,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,7,33,High, B,630,Large_Unit,2900000,4603,20/4/2012,South West,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,7,18,Mid, G,548,Middle_Unit,2400000,4380,20/4/2012,South East,2. Premium (Open Channel/Greenery),450,8.5
 6 Maywood ,7,15,Mid, C,544,Middle_Unit,2300000,4228,20/4/2012,West,8. Normal (Poor Direction - N/W),1500,4.5
 1 Locwood ,9,1,Low, B,633,Large_Unit,2380000,3760,20/4/2012,North West,10. Poor Street (Light Rail Track / Road),500,2
 2 Sherwood ,6,31,High, F,449,Small_Unit,2080000,4633,20/4/2012,North,8. Normal (Poor Direction - N/W),500,4.5
 2 Sherwood ,4,35,High, B,633,Large_Unit,2830000,4471,20/4/2012,South East,1. Premium Plus (Full Park),500,9
 7 Kenswood ,10,23,Mid, B,630,Large_Unit,2600000,4127,19/4/2012,East,4. Good Open (Distant Greenery),1400,7
 6 Maywood ,3,33,High, C,544,Middle_Unit,2485000,4568,19/4/2012,North,4. Good Open (Distant Greenery),1500,7
 5 Lynwood ,9,23,Mid, H,547,Middle_Unit,2430000,4442,19/4/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,4,13,Mid, D,547,Middle_Unit,2440000,4461,19/4/2012,South,5. Good Internal (Pool/Piazza),1400,6.5
 5 Lynwood ,3,9,Low, H,550,Middle_Unit,2330000,4236,19/4/2012,South East,5. Good Internal (Pool/Piazza),1500,6.5
 1 Locwood ,9,19,Mid, C,551,Middle_Unit,2300000,4174,19/4/2012,South West,2. Premium (Open Channel/Greenery),500,8.5
 6 Maywood ,8,5,Low, C,544,Middle_Unit,2315000,4256,19/4/2012,South East,6. Normal (Good Direction - S/E),1500,6
 3 Chestwood ,1,17,Mid, B,633,Large_Unit,2700000,4265,19/4/2012,South,1. Premium Plus (Full Park),1300,9
 7 Kenswood ,10,29,High, C,546,Middle_Unit,2580000,4725,18/4/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,1,16,Mid, E,448,Small_Unit,1970000,4397,18/4/2012,South West,2. Premium (Open Channel/Greenery),450,8.5
 6 Maywood ,4,10,Low, H,544,Middle_Unit,2380000,4375,18/4/2012,South West,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,2,16,Mid, F,442,Small_Unit,2028000,4588,18/4/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 3 Chestwood ,2,27,High, E,448,Small_Unit,1950000,4353,18/4/2012,North,8. Normal (Poor Direction - N/W),1300,4.5
 3 Chestwood ,5,23,Mid, E,448,Small_Unit,2050000,4576,18/4/2012,North East,6. Normal (Good Direction - S/E),1300,6
 6 Maywood ,7,29,High, G,544,Middle_Unit,2438000,4482,18/4/2012,South East,6. Normal (Good Direction - S/E),1500,6
 6 Maywood ,5,2,Low, H,544,Middle_Unit,2380000,4375,18/4/2012,South East,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,2,31,High, C,546,Middle_Unit,2480000,4542,18/4/2012,North East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,2,23,Mid, F,449,Small_Unit,2190000,4878,17/4/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 3 Chestwood ,4,18,Mid, B,633,Large_Unit,2738000,4325,17/4/2012,South East,1. Premium Plus (Full Park),1300,9
 1 Locwood ,10,19,Mid, H,549,Middle_Unit,2445000,4454,17/4/2012,South East,2. Premium (Open Channel/Greenery),500,8.5
 1 Locwood ,10,28,High, E,448,Small_Unit,2270000,5067,17/4/2012,North West,10. Poor Street (Light Rail Track / Road),500,2
 7 Kenswood ,5,7,Low, C,546,Middle_Unit,2400000,4396,17/4/2012,South East,4. Good Open (Distant Greenery),1400,7
 1 Locwood ,11,25,Mid, F,449,Small_Unit,2236000,4980,16/4/2012,West,8. Normal (Poor Direction - N/W),500,4.5
 1 Locwood ,2,13,Mid, F,449,Small_Unit,2100000,4677,16/4/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 1 Locwood ,2,19,Mid, E,448,Small_Unit,2095000,4676,16/4/2012,North,10. Poor Street (Light Rail Track / Road),450,2
 3 Chestwood ,3,30,High, G,548,Middle_Unit,2680000,4891,16/4/2012,South East,1. Premium Plus (Full Park),1300,9
 1 Locwood ,3,11,Mid, H,549,Middle_Unit,2330000,4244,16/4/2012,South East,2. Premium (Open Channel/Greenery),450,8.5
 2 Sherwood ,4,23,Mid, F,449,Small_Unit,2080000,4633,16/4/2012,West,1. Premium Plus (Full Park),500,9
 7 Kenswood ,5,24,Mid, F,442,Small_Unit,2220000,5023,13/4/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 1 Locwood ,11,32,High, E,448,Small_Unit,2300000,5134,13/4/2012,West,8. Normal (Poor Direction - N/W),500,4.5
 6 Maywood ,4,7,Low, B,623,Large_Unit,2620000,4205,13/4/2012,South East,6. Normal (Good Direction - S/E),1500,6
 5 Lynwood ,1,20,Mid, H,547,Middle_Unit,2000000,3656,12/4/2012,East,5. Good Internal (Pool/Piazza),1500,6.5
 3 Chestwood ,1,26,High, G,548,Middle_Unit,2660000,4854,12/4/2012,South West,1. Premium Plus (Full Park),1300,9
 5 Lynwood ,4,14,Mid, H,550,Middle_Unit,2400000,4364,12/4/2012,South West,5. Good Internal (Pool/Piazza),1500,6.5
 3 Chestwood ,5,32,High, G,548,Middle_Unit,2650000,4836,11/4/2012,South East,1. Premium Plus (Full Park),1300,9
 2 Sherwood ,1,26,High, A,636,Large_Unit,2850000,4481,11/4/2012,South West,1. Premium Plus (Full Park),500,9
 1 Locwood ,14,5,Low, A,636,Large_Unit,2520000,3962,11/4/2012,East,10. Poor Street (Light Rail Track / Road),500,2
 5 Lynwood ,10,31,High, E,446,Small_Unit,1980000,4439,11/4/2012,North West,10. Poor Street (Busy Road),1500,2
 5 Lynwood ,10,28,High, A,635,Large_Unit,2550000,4016,11/4/2012,North East,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,9,15,Mid, D,544,Middle_Unit,2448000,4500,11/4/2012,North,8. Normal (Poor Direction - N/W),1400,4.5
 6 Maywood ,7,9,Low, C,544,Middle_Unit,2360000,4338,11/4/2012,West,8. Normal (Poor Direction - N/W),1500,4.5
 2 Sherwood ,6,2,Low, B,633,Large_Unit,2288000,3615,11/4/2012,South East,1. Premium Plus (Full Park),500,9
 6 Maywood ,4,32,High, H,540,Middle_Unit,2533800,4692,11/4/2012,South West,6. Normal (Good Direction - S/E),1500,6
 7 Kenswood ,12,31,High, E,446,Small_Unit,2180000,4888,11/4/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 2 Sherwood ,4,37,High, E,448,Small_Unit,2350000,5246,10/4/2012,South West,1. Premium Plus (Full Park),500,9
 5 Lynwood ,3,28,High, E,446,Small_Unit,2100000,4709,10/4/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 2 Sherwood ,4,10,Low, G,548,Middle_Unit,2330000,4252,10/4/2012,North East,6. Normal (Good Direction - S/E),500,6
 5 Lynwood ,2,2,Low, C,546,Middle_Unit,2100000,3846,10/4/2012,North East,5. Good Internal (Pool/Piazza),1500,6.5
 5 Lynwood ,10,29,High, G,547,Middle_Unit,2500000,4570,5/4/2012,South West,5. Good Internal (Pool/Piazza),1500,6.5
 7 Kenswood ,8,34,High, E,446,Small_Unit,2275000,5101,5/4/2012,North West,10. Poor Street (Busy Road),1400,2
 1 Locwood ,12,29,High, C,551,Middle_Unit,2300000,4174,5/4/2012,South,2. Premium (Open Channel/Greenery),500,8.5
 5 Lynwood ,6,31,High, F,442,Small_Unit,2000000,4525,5/4/2012,North,8. Normal (Poor Direction - N/W),1500,4.5
 7 Kenswood ,9,15,Mid, C,546,Middle_Unit,2385000,4368,5/4/2012,South West,5. Good Internal (Pool/Piazza),1400,6.5
 2 Sherwood ,1,10,Low, B,633,Large_Unit,2750000,4344,5/4/2012,South,1. Premium Plus (Full Park),500,9
 6 Maywood ,8,20,Mid, B,623,Large_Unit,3080000,4944,3/4/2012,East,6. Normal (Good Direction - S/E),1500,6
